book_id,author
1132,Daniel Quinn
1133,John Grisham
1134,Angela Carter
1135,Tim Winton
1136,Ellis Peters
1137,Roddy Doyle
1138,Douglas Coupland
1139,John Grisham
1140,Elizabeth  George
1141,Clive Barker
1142,Beryl Bainbridge
1143,Amanda Quick
1144,Terry Brooks
1145,Stephen Fry
1146,Louis Begley
1147,David Eddings
1148,Nancy Kress
1149,Susan Faludi
1150,Kōji Suzuki
1151,Patricia C. Wrede
1152,Margaret Atwood
1153,Norman Mailer
1154,Martin Amis
1155,Martha Grimes
1156,Anne McCaffrey
1157,Faith Ringgold
1158,Anne Tyler
1159,"Margaret Sayers Peden (Translated By) Allende, Isabel; Isabel Allende"
1160,Nora Roberts
1161,Ian Rankin
1162,L.J. Smith
1163,David Eddings
1164,Brian Jacques
1165,Julie Garwood
1166,L.J. Smith
1167,Agatha Christie
1168,Rosamunde Pilcher
1169,Johanna Lindsey
1170,Laura Numeroff
1171,Sandra       Brown
1172,Sandra       Brown
1173,Iain Pears
1174,Jayne Ann Krentz
1175,Leslie Marmon Silko
1176,Nora Roberts
1177,Pamela Dean
1178,Philip Roth
1179,Iain M. Banks
1180,Jonathan Kozol
1181,Michael Swanwick
1182,Dương Thu Hương
1183,Gary Paulsen
1184,David Wiesner
1185,Bill Bryson
1186,C.S. Friedman
1187,Lloyd Alexander
1188,Jared Diamond
1189,Nora Roberts
1190,H. Jackson Brown Jr.
1191,Mark Helprin
1192,Charlotte MacLeod
1193,Nick Bantock
1194,Richard Ruland
1195,Phyllis Reynolds Naylor
1196,Colin Dexter
1197,Linda Barnes
1198,Nora Roberts
1199,Nora Roberts
1200,Donna Tartt
1201,Terry Pratchett
1202,Michael Ondaatje
1203,John Grisham
1204,Connie Willis
1205,Terry Pratchett
1206,Stephen King
1207,Neal Stephenson
1208,Michael Connelly
1209,Diana Gabaldon
1210,Robert Jordan
1211,Neil Gaiman
1212,Stephen King
1213,Robert   Harris
1214,Tamora Pierce
1215,Bill Bryson
1216,Douglas Adams
1217,David McCullough
1218,Peter Høeg
1219,Kim Stanley Robinson
1220,Anne Rice
1221,P.D. James
1222,Timothy Zahn
1223,Bill Watterson
1224,Patricia Cornwell
1225,Mary Pope Osborne
1226,Daniel Quinn
1227,Dave Pelzer
1228,Toni Morrison
1229,Alison Weir
1230,Tony Kushner
1231,Kim Newman
1232,Robert James Waller
1233,Gary Larson
1234,John  Gray
1235,Terry Brooks
1236,Annie Proulx
1237,David Weber
1238,Wally Lamb
1239,Brian Jacques
1240,Jon Scieszka
1241,Robert Crais
1242,Ellis Peters
1243,Umberto Eco
1244,Wilson Rawls
1245,Stephen R. Donaldson
1246,Barry Unsworth
1247,Cormac McCarthy
1248,Marcus Pfister
1249,William Manchester
1250,Ian Rankin
1251,Dana Stabenow
1252,Ian Rankin
1253,Diane Mott Davidson
1254,Chris Heimerdinger
1255,Nelson DeMille
1256,A.S. Byatt
1257,Maureen F. McHugh
1258,Amanda Quick
1259,Martin Cruz Smith
1260,Stephen E. Ambrose
1261,Robert McCammon
1262,Ian McEwan
1263,Alice Walker
1264,Margaret Maron
1265,Ed Greenwood
1266,Amanda Quick
1267,Henning Mankell
1268,Susan Wittig Albert
1269,Elizabeth  George
1270,Tony Hillerman
1271,R.L. Stine
1272,W.G. Sebald
1273,Hilary Mantel
1274,Orson Scott Card
1275,Nora Roberts
1276,Vernor Vinge
1277,Laura Kinsale
1278,Bill Watterson
1279,Al Gore
1280,"Mercedes McCaffrey, Anne; Lackey"
1281,James Herbert
1282,Nancy Pickard
1283,John Dunning
1284,James Patterson
1285,Dorothy Allison
1286,Charlaine Harris
1287,Edvard Radzinsky
1288,James A. Michener
1289,Andrew Morton
1290,Minette Walters
1291,Iain Pears
1292,Donna Leon
1293,Caroline Graham
1294,Tim Powers
1295,Chaim Potok
1296,Katherine Paterson
1297,Rebecca Wells
1298,Garry Wills
1299,R.L. Stine
1300,Lois Lowry
1301,Diana Gabaldon
1302,Annie Proulx
1303,Robert Jordan
1304,Octavia E. Butler
1305,John Grisham
1306,Stephen King
1307,Terry Pratchett
1308,Irvine Welsh
1309,Susanna Kaysen
1310,Vikram Seth
1311,Sebastian Faulks
1312,Margaret Atwood
1313,Ernest J. Gaines
1314,Scott McCloud
1315,Kim Stanley Robinson
1316,Robin McKinley
1317,Timothy Zahn
1318,Neil Gaiman
1319,Laurell K. Hamilton
1320,Michael Connelly
1321,Tony Kushner
1322,Audrey Penn
1323,Neil Gaiman
1324,Terry Brooks
1325,Roddy Doyle
1326,Neil Gaiman
1327,Andrzej Sapkowski
1328,Anne Lamott
1329,A.S. Byatt
1330,Tad Williams
1331,Janell Cannon
1332,David Weber
1333,Amanda Quick
1334,Amanda Quick
1335,David Weber
1336,Helen Prejean
1337,Bill Watterson
1338,Dana Stabenow
1339,Larry McMurtry
1340,Edward W. Said
1341,Kim Stanley Robinson
1342,Tom Clancy
1343,Brian Jacques
1344,David Eddings
1345,Stephen R. Donaldson
1346,Steven Saylor
1347,Susan Cooper
1348,Jeff Smith
1349,Nevada Barr
1350,Mary Pope Osborne
1351,Johanna Lindsey
1352,Carol Shields
1353,Patricia Cornwell
1354,Diane Mott Davidson
1355,Nora Roberts
1356,Dana Stabenow
1357,Chris Crutcher
1358,Rodman Philbrick
1359,Tony Hillerman
1360,Patricia Briggs
1361,Pat Barker
1362,Francine Rivers
1363,Michael Swanwick
1364,Tom Stoppard
1365,Colleen McCullough
1366,Sherman Alexie
1367,Amanda Quick
1368,Ahdaf Soueif
1369,Colin Dexter
1370,Peter Høeg
1371,Ellen Datlow
1372,Wilbur Smith
1373,Elizabeth Moon
1374,Eugene Trivizas
1375,Nancy Kress
1376,Velma Wallis
1377,Laurell K. Hamilton
1378,Nora Roberts
1379,Kaye Gibbons
1380,Kevin Henkes
1381,Dick Francis
1382,Dorothy Gilman
1383,Anne Rice
1384,Sue Grafton
1385,Susan Wittig Albert
1386,Arturo Pérez-Reverte
1387,Theresa Tomlinson
1388,Judith McNaught
1389,Elizabeth Berg
1390,Bailey White
1391,Harriet Lerner
1392,David Malouf
1393,Nora Roberts
1394,Henning Mankell
1395,Anne McCaffrey
1396,Anchee Min
1397,Brennan Manning
1398,Iris Johansen
1399,Esmeralda Santiago
1400,Janet Evanovich
1401,John Berendt
1402,Terry Pratchett
1403,Robert Jordan
1404,Caleb Carr
1405,Terry Goodkind
1406,Stephen King
1407,Sharon Creech
1408,Richard   Preston
1409,Laurie R. King
1410,David Guterson
1411,Anne Lamott
1412,Lois McMaster Bujold
1413,Julia Alvarez
1414,Louis de Bernières
1415,Bill Watterson
1416,José Saramago
1417,Neil Gaiman
1418,Sam McBratney
1419,Thomas Cahill
1420,Michael Connelly
1421,Haruki Murakami
1422,John Grisham
1423,P.D. James
1424,Laura Joh Rowland
1425,Diane Mott Davidson
1426,A.S. Byatt
1427,Ursula Hegi
1428,Stephen Briggs
1429,Tom Clancy
1430,James Finn Garner
1431,Umberto Eco
1432,Amanda Quick
1433,Nora Roberts
1434,Nelson Mandela
1435,Elizabeth  George
1436,Neil Gaiman
1437,Anne McCaffrey
1438,Karen Cushman
1439,Tamora Pierce
1440,Brian Jacques
1441,Charlaine Harris
1442,Alice Munro
1443,Rick Moody
1444,James Herriot
1445,Gabriel García Márquez
1446,Ellis Peters
1447,Anne Rice
1448,Lynn H. Nicholas
1449,Henning Mankell
1450,Gail Tsukiyama
1451,Henry N. Beard
1452,Colin Dexter
1453,Susan Wittig Albert
1454,Nicholas Dawidoff
1455,Patricia Cornwell
1456,David Weber
1457,David Sedaris
1458,Jan Karon
1459,Laurie Garrett
1460,Art Spiegelman
1461,Peggy Rathmann
1462,Nora Roberts
1463,C.J. Cherryh
1464,Lisa Mason
1465,Caroline Stevermer
1466,Don Ferguson
1467,Tim O'Brien
1468,Margaret Atwood
1469,Linda Howard
1470,Salman Rushdie
1471,Nora Roberts
1472,Gardner Dozois
1473,Judith McNaught
1474,Margaret Maron
1475,Jonathan Lethem
1476,Ruth Rendell
1477,Ian Rankin
1478,Jean Raspail
1479,Stephen R. Donaldson
1480,Stephen Hunter
1481,Yōko Ogawa
1482,Edna O'Brien
1483,Albert Camus
1484,James Kelman
1485,Cassie Edwards
1486,Dick Francis
1487,Berkeley Breathed
1488,Charlotte MacLeod
1489,Colm Tóibín
1490,John Irving
1491,Dave Wolverton
1492,Louise Erdrich
1493,Colm Tóibín
1494,Gene Wolfe
1495,Alice Munro
1496,John Grisham
1497,Mary Pope Osborne
1498,Lilian Jackson Braun
1499,Ursule Molinaro
1500,Philip Pullman
1501,Gregory Maguire
1502,Bernhard Schlink
1503,Garth Nix
1504,Robin Hobb
1505,Nick Hornby
1506,Rohinton Mistry
1507,Nicholas Evans
1508,José Saramago
1509,Bill Bryson
1510,Michael Crichton
1511,John Grisham
1512,Neil Gaiman
1513,Terry Pratchett
1514,Julia Alvarez
1515,Neil Gaiman
1516,Anne Rice
1517,Pat Barker
1518,James W. Loewen
1519,Douglas Preston
1520,Barack Obama
1521,Michael Connelly
1522,Dan Brown
1523,Neal Stephenson
1524,Christopher Priest
1525,Tim LaHaye
1526,Sarah Ban Breathnach
1527,Amy Tan
1528,Anne Tyler
1529,Carl Sagan
1530,J.D. Robb
1531,Laurell K. Hamilton
1532,Richard Ford
1533,J.D. Robb
1534,Thomas Cahill
1535,Richard Rhodes
1536,Lorenzo Carcaterra
1537,Sheri Reynolds
1538,T. Coraghessan Boyle
1539,Louisa May Alcott
1540,Pat Conroy
1541,Alice Hoffman
1542,Christopher Paul Curtis
1543,Brian Jacques
1544,Guy Gavriel Kay
1545,Terry Goodkind
1546,Julia Quinn
1547,Stephen King
1548,Robert Crais
1549,Diane Mott Davidson
1550,Elizabeth Chandler
1551,Wisława Szymborska
1552,Karen Cushman
1553,David Eddings
1554,W.G. Sebald
1555,Laurie R. King
1556,Amanda Quick
1557,Peggy Rathmann
1558,Jodi Picoult
1559,Michael Connelly
1560,Jonathan Harr
1561,Lilian Jackson Braun
1562,Caroline Graham
1563,Leonard Nimoy
1564,Nelson Mandela
1565,John Saul
1566,Patricia A. McKillip
1567,Loretta Chase
1568,Vladimir Nabokov
1569,Robert   Harris
1570,Susan Elizabeth Phillips
1571,Esther M. Friesner
1572,Tim LaHaye
1573,Douglas Coupland
1574,Louis Sachar
1575,Joyce Carol Oates
1576,Mary Pope Osborne
1577,Jane Smiley
1578,David Eddings
1579,Bill Watterson
1580,Michael Chabon
1581,Barbara Kingsolver
1582,Salman Rushdie
1583,Bill Moyers
1584,Mary Pope Osborne
1585,Colin Powell
1586,Barry Unsworth
1587,Ken Follett
1588,Julie Garwood
1589,Jack Finney
1590,Charlotte Perkins Gilman
1591,Larry McMurtry
1592,Wilbur Smith
1593,Sharon Kay Penman
1594,Gary Larson
1595,Nora Roberts
1596,Nora Roberts
1597,Nora Roberts
1598,Nevada Barr
1599,M.C. Beaton
1600,George R.R. Martin
1601,Frank McCourt
1602,Neil Gaiman
1603,Stephen King
1604,Chuck Palahniuk
1605,Helen Fielding
1606,Margaret Atwood
1607,Jon Krakauer
1608,David Foster Wallace
1609,Diana Gabaldon
1610,Joyce Carol Oates
1611,Bill Watterson
1612,Terry Pratchett
1613,Robin Hobb
1614,Nicholas Sparks
1615,Megan Whalen Turner
1616,Rebecca Wells
1617,Mary Doria Russell
1618,Stephen King
1619,Robert Jordan
1620,David Baldacci
1621,Bill Watterson
1622,Lois McMaster Bujold
1623,Alex Garland
1624,Stephen E. Ambrose
1625,John Grisham
1626,Neil Gaiman
1627,Tom Clancy
1628,Alberto Manguel
1629,Shel Silverstein
1630,Anonymous
1631,Connie Willis
1632,Ann-Marie MacDonald
1633,John le Carré
1634,Alison Weir
1635,Nevada Barr
1636,Terry Brooks
1637,Lynn Flewelling
1638,Nancy Farmer
1639,Louis Sachar
1640,Terry Goodkind
1641,Michael Crichton
1642,Orson Scott Card
1643,Sherman Alexie
1644,Antonia Fraser
1645,Laurell K. Hamilton
1646,Elizabeth  George
1647,Candace Bushnell
1648,Kevin J. Anderson
1649,Iain M. Banks
1650,Daniel Jonah Goldhagen
1651,Peter F. Hamilton
1652,Patricia A. McKillip
1653,Matthew Reilly
1654,V (formerly Eve Ensler)
1655,Orson Scott Card
1656,Catherine Coulter
1657,Terry Pratchett
1658,Orlando Figes
1659,Jeff Shaara
1660,Robert Crais
1661,Margaret Maron
1662,Nora Roberts
1663,Susanna Gregory
1664,Arturo Pérez-Reverte
1665,Dennis Lehane
1666,Anne Rice
1667,Robert B. Parker
1668,Stephen R. Donaldson
1669,Nora Roberts
1670,Graham Swift
1671,Neil Gaiman
1672,Sharon Shinn
1673,Richard Bachman
1674,Janet Evanovich
1675,Sharyn McCrumb
1676,Andrea Barrett
1677,Dianne Day
1678,Nora Roberts
1679,Bruce Sterling
1680,Ben Elton
1681,Amanda Quick
1682,Brian Jacques
1683,Elizabeth Moon
1684,J.D. Robb
1685,Olga Tokarczuk
1686,Jeffrey Archer
1687,James P. Hogan
1688,Nora Roberts
1689,Sherman Alexie
1690,Douglas Preston
1691,Marion Zimmer Bradley
1692,Doreen Cronin
1693,Ruth Rendell
1694,Charlaine Harris
1695,Joseph Slate
1696,Sharon Kay Penman
1697,Patricia Cornwell
1698,Ken Follett
1699,Charles M. Schulz
1700,J.K. Rowling
1701,Philip Pullman
1702,Gail Carson Levine
1703,Neil Gaiman
1704,Arthur Golden
1705,Bill Bryson
1706,Jared Diamond
1707,Arundhati Roy
1708,Jon Krakauer
1709,Mitch Albom
1710,Stephen King
1711,Charles Frazier
1712,Philip Roth
1713,Sebastian Junger
1714,Anita Diamant
1715,Connie Willis
1716,Karen Hesse
1717,Annie Proulx
1718,Kathy Reichs
1719,Robin Hobb
1720,Edward Rutherfurd
1721,Annette Curtis Klause
1722,Neil Gaiman
1723,Thomas Pynchon
1724,Frank Miller
1725,Michael Connelly
1726,Don DeLillo
1727,Chris Bohjalian
1728,Iain Pears
1729,John Grisham
1730,Iris Chang
1731,Lee Child
1732,Jim Crace
1733,Edward Bloor
1734,Ian McEwan
1735,Kage Baker
1736,Adeline Yen Mah
1737,Cornelia Funke
1738,Robin McKinley
1739,Kirsten Bakis
1740,Sharon Creech
1741,David Sedaris
1742,Carol Shields
1743,Nora Roberts
1744,Patricia Cornwell
1745,Katharine Graham
1746,Anne Rice
1747,Bernard Cornwell
1748,Joseph J. Ellis
1749,Nora Roberts
1750,Svetlana Alexievich
1751,Natsuo Kirino
1752,David Foster Wallace
1753,Kate Elliott
1754,Ryū Murakami
1755,Nora Roberts
1756,Bernard Cornwell
1757,Agatha Christie
1758,Herta Müller
1759,Robert Crais
1760,Elizabeth  George
1761,Barbara Hambly
1762,Mordecai Richler
1763,Brian Jacques
1764,Laura Lippman
1765,Scott Adams
1766,Jo Nesbø
1767,Alan Bennett
1768,Ted Hughes
1769,Dennis Lehane
1770,Lilian Jackson Braun
1771,David Sedaris
1772,Elizabeth Moon
1773,Jon Lee Anderson
1774,Jonathan D. Culler
1775,Jeff Smith
1776,Jack Canfield
1777,Arthur C. Clarke
1778,Jayne Ann Krentz
1779,Douglas Preston
1780,Linda Howard
1781,Margaret George
1782,Tamora Pierce
1783,Jean-Dominique Bauby
1784,Dave Barry
1785,Mario Vargas Llosa
1786,Anne Fadiman
1787,Nelson DeMille
1788,Umberto Eco
1789,Amanda Quick
1790,Vicki León
1791,James   McBride
1792,Paul O. Zelinsky
1793,Stephen Fry
1794,P.D. James
1795,Ruth Rendell
1796,Henning Mankell
1797,Colin Dexter
1798,Diane Mott Davidson
1799,J.D. Robb
1800,J.K. Rowling
1801,George R.R. Martin
1802,Louis Sachar
1803,Barbara Kingsolver
1804,Neil Gaiman
1805,Nick Hornby
1806,Alexander McCall Smith
1807,Michael Cunningham
1808,Joanne Harris
1809,Terry Pratchett
1810,Stephen King
1811,Wally Lamb
1812,Robert Jordan
1813,Diana Wynne Jones
1814,Simon Winchester
1815,Anne Bishop
1816,Bill Bryson
1817,Neil Gaiman
1818,Anita Shreve
1819,Robin Hobb
1820,Terry Pratchett
1821,Anne McCaffrey
1822,Orhan Pamuk
1823,Brian Jacques
1824,Dan Brown
1825,Margaret Peterson Haddix
1826,Sarah Waters
1827,Iain M. Banks
1828,Tony Horwitz
1829,Elizabeth  George
1830,Ian McEwan
1831,John Grisham
1832,Anne Rice
1833,Michael Connelly
1834,Connie Willis
1835,S.M. Stirling
1836,Laurell K. Hamilton
1837,Patricia Cornwell
1838,Paulo Coelho
1839,Laurell K. Hamilton
1840,Julian Barnes
1841,Joe Haldeman
1842,Amanda Quick
1843,Alison Weir
1844,Sylvia Nasar
1845,William Kent Krueger
1846,Ellen Emerson White
1847,Tom Clancy
1848,Martha Wells
1849,Michael Frayn
1850,Lois McMaster Bujold
1851,Jodi Picoult
1852,Barbara Vine
1853,Marc Norman
1854,Dennis Lehane
1855,Władysław Szpilman
1856,Philip Gourevitch
1857,Nora Roberts
1858,Murray Bail
1859,Roberto Bolaño
1860,Alice Munro
1861,Sarah Dessen
1862,Steven Pressfield
1863,Anne Fadiman
1864,John Irving
1865,Robert Silverberg
1866,J.D. Robb
1867,Harold Bloom
1868,Cornelia Funke
1869,Sebastian Faulks
1870,Stephanie Laurens
1871,A.S. Byatt
1872,Anne Rice
1873,Gary L. Blackwood
1874,Jorge Luis Borges
1875,Bill Bryson
1876,Louise Erdrich
1877,Tanya Huff
1878,Douglas Preston
1879,Kristen Britain
1880,Mary Pope Osborne
1881,Helen  Cooper
1882,David Gemmell
1883,Nora Roberts
1884,Mary Pope Osborne
1885,Anne Tyler
1886,Carol O'Connell
1887,Bernard Cornwell
1888,Tad Williams
1889,John Sandford
1890,Susan Andersen
1891,Lee Child
1892,Patricia Polacco
1893,Dalai Lama XIV
1894,Mark Bittman
1895,Ian Rankin
1896,Edwin G. Burrows
1897,Matthew Reilly
1898,L.J. Smith
1899,Philip Roth
1900,J.K. Rowling
1901,Stephen Chbosky
1902,Lemony Snicket
1903,Laurie Halse Anderson
1904,Tracy Chevalier
1905,George R.R. Martin
1906,Stephen King
1907,Lemony Snicket
1908,Neil Gaiman
1909,Gregory Maguire
1910,J.M. Coetzee
1911,Stephen King
1912,Michael Crichton
1913,Isabel Allende
1914,Joanne Harris
1915,Neal Stephenson
1916,Terry Pratchett
1917,Jhumpa Lahiri
1918,Janet Fitch
1919,Tamora Pierce
1920,Ha Jin
1921,Nicholas Sparks
1922,John Grisham
1923,Haruki Murakami
1924,Helen Fielding
1925,Thomas  Harris
1926,Kathy Reichs
1927,Koushun Takami
1928,Orson Scott Card
1929,Louise Rennison
1930,Laura Hillenbrand
1931,Julia Donaldson
1932,Julie Garwood
1933,Janet Evanovich
1934,Alison Weir
1935,Sena Jeter Naslund
1936,Juliet Marillier
1937,Anne Bishop
1938,Doreen Cronin
1939,Greg Bear
1940,Vernor Vinge
1941,Frank McCourt
1942,Philip Gourevitch
1943,Elizabeth  George
1944,Michael Connelly
1945,Colm Tóibín
1946,Carolyn Meyer
1947,Naomi Klein
1948,Brian Jacques
1949,Steven Erikson
1950,Ellen Datlow
1951,Anne Lamott
1952,Sophie Kinsella
1953,Walter Dean Myers
1954,Charlaine Harris
1955,Robert Lacey
1956,Antonia Fraser
1957,Jeff Long
1958,Jonathan Lethem
1959,Sarah Dessen
1960,David Wiesner
1961,Lois McMaster Bujold
1962,Chuck Palahniuk
1963,Nathaniel Philbrick
1964,Zadie Smith
1965,Brian Greene
1966,Simon Singh
1967,Stephen King
1968,Robert Crais
1969,Anne McCaffrey
1970,Mark Pendergrast
1971,P.D. James
1972,Caroline Graham
1973,Kent Haruf
1974,Mick Foley
1975,Ernest Hemingway
1976,William Kent Krueger
1977,Salman Rushdie
1978,Lilian Jackson Braun
1979,David Foster Wallace
1980,Nora Roberts
1981,Nora Roberts
1982,Gina Kolata
1983,Amélie Nothomb
1984,Cheryl Mendelson
1985,Lynn Flewelling
1986,Philippa Gregory
1987,Mercedes Lackey
1988,Lee Child
1989,Patricia Gaffney
1990,Melissa Bank
1991,John le Carré
1992,Susan Sontag
1993,Douglas Preston
1994,Elizabeth Haydon
1995,Nevada Barr
1996,Bill Bryson
1997,Sue Grafton
1998,Tony Hillerman
1999,Amanda Quick
2000,J.K. Rowling
2001,Dan Brown
2002,George R.R. Martin
2003,Philip Pullman
2004,Michael Chabon
2005,Marjane Satrapi
2006,David Sedaris
2007,Stephen King
2008,Anthony Bourdain
2009,Mark Z. Danielewski
2010,Kate DiCamillo
2011,Meg Cabot
2012,Lemony Snicket
2013,Margaret Atwood
2014,Jim Butcher
2015,Dave Eggers
2016,J.K. Rowling
2017,Jim Butcher
2018,Jerry Spinelli
2019,Barbara Kingsolver
2020,Terry Pratchett
2021,Zadie Smith
2022,Lemony Snicket
2023,John Grisham
2024,Tamora Pierce
2025,Doreen Cronin
2026,Umberto Eco
2027,Steven Erikson
2028,Robert Jordan
2029,Malcolm Gladwell
2030,China Miéville
2031,Megan Whalen Turner
2032,Kathy Reichs
2033,Robin Hobb
2034,Janet Evanovich
2035,Philip Roth
2036,Bill Bryson
2037,Michael Connelly
2038,Peter Carey
2039,John Grisham
2040,J.K. Rowling
2041,Alexander McCall Smith
2042,Jenny Carroll
2043,Eoin Colfer
2044,Lemony Snicket
2045,Robin McKinley
2046,Dai Sijie
2047,Laurie Halse Anderson
2048,James D. Bradley
2049,Anthony Horowitz
2050,Diana Wynne Jones
2051,Jenny Carroll
2052,Lois Lowry
2053,Diana Wynne Jones
2054,J.D. Robb
2055,Julia Quinn
2056,Iain M. Banks
2057,Pam Muñoz Ryan
2058,Maeve Binchy
2059,Elizabeth Berg
2060,Jodi Picoult
2061,Cornelia Funke
2062,Jo Nesbø
2063,Michael Ondaatje
2064,Kazuo Ishiguro
2065,Tamora Pierce
2066,Jeffery Deaver
2067,Sidney Poitier
2068,J.D. Robb
2069,Joseph J. Ellis
2070,Amitav Ghosh
2071,Ian Falconer
2072,Rosamunde Pilcher
2073,Nevada Barr
2074,David Baldacci
2075,Cressida Cowell
2076,Linda Howard
2077,Joyce Carol Oates
2078,Loung Ung
2079,Elizabeth  George
2080,Richard Peck
2081,Nora Roberts
2082,John Sandford
2083,Patricia Cornwell
2084,Mario Vargas Llosa
2085,Lois McMaster Bujold
2086,The Beatles
2087,Saul Bellow
2088,Shaun Tan
2089,Orson Scott Card
2090,David Auburn
2091,Julia Quinn
2092,Brian Jacques
2093,William Kent Krueger
2094,Myla Goldberg
2095,Susan Elizabeth Phillips
2096,Philip Pullman
2097,Ian Rankin
2098,Sue Grafton
2099,Mary Pope Osborne
2100,Carlos Ruiz Zafón
2101,Neil Gaiman
2102,Ian McEwan
2103,Yann Martel
2104,Charlaine Harris
2105,David McCullough
2106,Jasper Fforde
2107,J.K. Rowling
2108,J.K. Rowling
2109,Ann Brashares
2110,Philippa Gregory
2111,Dennis Lehane
2112,Eoin Colfer
2113,Amy Tan
2114,Barbara Ehrenreich
2115,Ann Patchett
2116,Jonathan Franzen
2117,Jacqueline Carey
2118,Sue Monk Kidd
2119,Laura Hillenbrand
2120,Steven D. Levitt
2121,Dan Brown
2122,Terry Pratchett
2123,Kate DiCamillo
2124,Kathy Reichs
2125,Geraldine Brooks
2126,Eric Schlosser
2127,Jim Butcher
2128,Stephen King
2129,Kelley Armstrong
2130,Diana Gabaldon
2131,Leif Enger
2132,Harlan Coben
2133,Lois McMaster Bujold
2134,Lemony Snicket
2135,Alexandra Fuller
2136,Meg Cabot
2137,Nora Roberts
2138,John Grisham
2139,Richard Russo
2140,Tess Gerritsen
2141,P.D. James
2142,John le Carré
2143,James Patterson
2144,Stephen Hawking
2145,Julia Donaldson
2146,Jenny Carroll
2147,Terry Pratchett
2148,Lemony Snicket
2149,Karin Slaughter
2150,Jenny Carroll
2151,Terry Ryan
2152,Anthony Bourdain
2153,Anne Tyler
2154,Nora Roberts
2155,Chris Crutcher
2156,Mark Dunn
2157,Marjane Satrapi
2158,Garth Nix
2159,Lemony Snicket
2160,Salman Rushdie
2161,Charlaine Harris
2162,Tracy Chevalier
2163,Mercedes Lackey
2164,Helen DeWitt
2165,David Mitchell
2166,Tamora Pierce
2167,John Grisham
2168,Temple Grandin
2169,Antonia Fraser
2170,Elizabeth  George
2171,W.G. Sebald
2172,Ken Follett
2173,Alice Munro
2174,Edmund Morris
2175,Wendelin Van Draanen
2176,Mercedes Lackey
2177,Czesław Miłosz
2178,Glen David Gold
2179,J.D. Robb
2180,Nevada Barr
2181,J.D. Robb
2182,Anthony Bourdain
2183,Alan Moore
2184,Jennifer Weiner
2185,Jim Butcher
2186,Connie Willis
2187,Joseph Kanon
2188,George Carlin
2189,Chuck Palahniuk
2190,Charles de Lint
2191,Brian Jacques
2192,Stephen E. Ambrose
2193,Colette Rossant
2194,David Auburn
2195,Robert Ludlum
2196,Jacquelyn Mitchard
2197,Julia Quinn
2198,Christopher Hibbert
2199,Ursula K. Le Guin
2200,Neil Gaiman
2201,Sue Monk Kidd
2202,Alice Sebold
2203,Christopher Paolini
2204,Jeffrey Eugenides
2205,Charlaine Harris
2206,Haruki Murakami
2207,Jasper Fforde
2208,Christopher Moore
2209,Erik Larson
2210,Lemony Snicket
2211,Markus Zusak
2212,Dai Sijie
2213,Orhan Pamuk
