book_id,author
2214,Eoin Colfer
2215,Emma McLaughlin
2216,Terry Pratchett
2217,Sarah Dessen
2218,Jim Butcher
2219,Bill Willingham
2220,Michael Crichton
2221,Augusten Burroughs
2222,Donna Tartt
2223,Michael Connelly
2224,Jacqueline Carey
2225,Tamora Pierce
2226,Kathy Reichs
2227,Richard K. Morgan
2228,Åsne Seierstad
2229,Meg Cabot
2230,Michel Faber
2231,Mark Kurlansky
2232,Meg Cabot
2233,Michael Connelly
2234,Harlan Coben
2235,Jean M. Auel
2236,Jenny Nimmo
2237,Stephen King
2238,Joanne Harris
2239,Jerry Spinelli
2240,Douglas Preston
2241,Holly Black
2242,Ellen Datlow
2243,Jennifer Worth
2244,Sherrilyn Kenyon
2245,Patricia Briggs
2246,D.J. MacHale
2247,Cecily von Ziegesar
2248,Patricia A. McKillip
2249,Jonathan Safran Foer
2250,Elizabeth Moon
2251,L.A. Meyer
2252,Lian Hearn
2253,Rohinton Mistry
2254,Tamora Pierce
2255,Robin McKinley
2256,Jonathan Franzen
2257,Charlaine Harris
2258,William  Boyd
2259,John Grisham
2260,Orson Scott Card
2261,Gabriel García Márquez
2262,Michael Punke
2263,Kate Constable
2264,Dean Koontz
2265,Robert Rankin
2266,Kelley Armstrong
2267,Bujold Lois Mcmaster
2268,Christopher Priest
2269,Nelson DeMille
2270,Rick Warren
2271,Rachel Cohn
2272,Stephen King
2273,Carol Shields
2274,Conn Iggulden
2275,John C. Wright
2276,Carol Goodman
2277,Steven Pinker
2278,Maeve Binchy
2279,Iain Pears
2280,James Patterson
2281,William Gibson
2282,Kim Stanley Robinson
2283,Steven Saylor
2284,Anne Rice
2285,Jim DeFede
2286,Henning Mankell
2287,Julia Quinn
2288,Richard Preston
2289,Ben Mezrich
2290,M.T. Anderson
2291,Daniel Silva
2292,Robert Ludlum
2293,Mercedes Lackey
2294,Ted Chiang
2295,Nevada Barr
2296,John Burdett
2297,Anna Quindlen
2298,Donald Miller
2299,Laurell K. Hamilton
2300,J.K. Rowling
2301,Dan Brown
2302,Khaled Hosseini
2303,Mark Haddon
2304,Audrey Niffenegger
2305,Bill Bryson
2306,Erin Hunter
2307,Margaret Atwood
2308,Dean Koontz
2309,Libba Bray
2310,Charlaine Harris
2311,Cornelia Funke
2312,Terry Pratchett
2313,Dennis Lehane
2314,Lionel Shriver
2315,Lynne Truss
2316,Michael   Lewis
2317,Alexander McCall Smith
2318,Jasper Fforde
2319,Ann Brashares
2320,Erik Larson
2321,Mary Roach
2322,Sarah Dunant
2323,Eoin Colfer
2324,Jonathan Stroud
2325,Jon Krakauer
2326,Stephen King
2327,Marjane Satrapi
2328,Jennifer Donnelly
2329,Lemony Snicket
2330,Mitch Albom
2331,Zoë Heller
2332,Kathy Reichs
2333,Matthew Pearl
2334,Jacqueline Winspear
2335,Meg Cabot
2336,Terry Pratchett
2337,Jim Butcher
2338,Chimamanda Ngozi Adichie
2339,Suzanne Collins
2340,Kate DiCamillo
2341,Robert   Harris
2342,Alan Brennert
2343,Robert Jordan
2344,Lois McMaster Bujold
2345,Azar Nafisi
2346,Jeanne DuPrau
2347,Tracy Chevalier
2348,John Grisham
2349,Shannon Hale
2350,Craig Thompson
2351,Jhumpa Lahiri
2352,Robin McKinley
2353,Al Franken
2354,Ian Rankin
2355,Joss Whedon
2356,Tom Holland
2357,Edith Pattou
2358,Neal Stephenson
2359,Lee Child
2360,Walter Isaacson
2361,Nevada Barr
2362,Robert Crais
2363,Michael Connelly
2364,C.J. Sansom
2365,Hillary Rodham Clinton
2366,Peter H. Reynolds
2367,Jenny Nimmo
2368,Jonathan Lethem
2369,Alex Kershaw
2370,Meg Cabot
2371,Anne Applebaum
2372,Elizabeth  George
2373,Douglas Preston
2374,Adrian Nicole LeBlanc
2375,Norman G. Finkelstein
2376,Jacqueline Carey
2377,Monica Ali
2378,Tad Williams
2379,Mo Willems
2380,George Crile
2381,Greg Keyes
2382,John Grisham
2383,Philippa Gregory
2384,Tony Hillerman
2385,Nigel Slater
2386,Wendy Dale
2387,C.J. Box
2388,Roméo Dallaire
2389,Jon Meacham
2390,Stanley Wells
2391,Linda Lawrence Hunt
2392,Niall Ferguson
2393,Martin Dugard
2394,Laurell K. Hamilton
2395,Colleen McCullough
2396,Yōko Ogawa
2397,Gregory Maguire
2398,Paulo Coelho
2399,Mercedes Lackey
2400,Jodi Picoult
2401,David Mitchell
2402,Charlaine Harris
2403,Stieg Larsson
2404,Sarah Dessen
2405,Irène Némirovsky
2406,Jon   Stewart
2407,Susanna Clarke
2408,Ron Chernow
2409,Nicholas Sparks
2410,Jasper Fforde
2411,Alan Hollinghurst
2412,Terry Pratchett
2413,Bryan Lee O'Malley
2414,Jack Weatherford
2415,Jared Diamond
2416,Philip Roth
2417,Philippa Gregory
2418,John Flanagan
2419,Tamora Pierce
2420,Kim Harrison
2421,Stephen Greenblatt
2422,Jim Butcher
2423,Jeanne DuPrau
2424,Ian Caldwell
2425,Marilynne Robinson
2426,Janet Evanovich
2427,Joseph J. Ellis
2428,Lemony Snicket
2429,Bernard Cornwell
2430,Michael Crichton
2431,Alice Munro
2432,Kate DiCamillo
2433,Stephen King
2434,Dave Barry
2435,Stephen King
2436,Kent Haruf
2437,Lauren Willig
2438,Meg Rosoff
2439,Maria V. Snyder
2440,Tamora Pierce
2441,Lois Lowry
2442,John Grisham
2443,Kevin Henkes
2444,David Sedaris
2445,Brian Greene
2446,Eleanor Herman
2447,John Ajvide Lindqvist
2448,Jeff Lindsay
2449,Terry Pratchett
2450,Jeanne DuPrau
2451,Jasper Fforde
2452,Nancy Farmer
2453,Iain M. Banks
2454,Michael Connelly
2455,Robert Jordan
2456,Scott Westerfeld
2457,Suzanne Weyn
2458,Anthony Horowitz
2459,Patricia Briggs
2460,Tom Perrotta
2461,Thomas  Frank
2462,Jane Gardam
2463,Elizabeth Bear
2464,Neal Stephenson
2465,Anne Tyler
2466,Julian Rubinstein
2467,Kelley Armstrong
2468,Karen Joy Fowler
2469,Alan Bennett
2470,Mercedes Lackey
2471,Kelley Armstrong
2472,Mireille Guiliano
2473,T. Coraghessan Boyle
2474,Kate Atkinson
2475,Sue Monk Kidd
2476,Julian Fellowes
2477,Geraldine Brooks
2478,Terry Goodkind
2479,Nevada Barr
2480,Jonathan Trigell
2481,Geoff Ryman
2482,David Lipsky
2483,Meg Cabot
2484,Peter F. Hamilton
2485,Laurell K. Hamilton
2486,Gene Wolfe
2487,Neil Gaiman
2488,Marjorie Garber
2489,Joyce Carol Oates
2490,J. Maarten Troost
2491,Alexander McCall Smith
2492,Julie Anne Peters
2493,Mo Willems
2494,Matt Haig
2495,Michio Kaku
2496,Chelsea Handler
2497,Sergei Lukyanenko
2498,Blue Balliett
2499,Gennifer Choldenko
2500,J.K. Rowling
2501,Markus Zusak
2502,Stieg Larsson
2503,Rick Riordan
2504,Stephenie Meyer
2505,Kazuo Ishiguro
2506,Scott Westerfeld
2507,John Green
2508,George R.R. Martin
2509,Jeannette Walls
2510,Scott Westerfeld
2511,Lisa See
2512,Christopher Paolini
2513,Jonathan Safran Foer
2514,Neil Gaiman
2515,Maria V. Snyder
2516,Cormac McCarthy
2517,Charlaine Harris
2518,Joan Didion
2519,David McCullough
2520,Shannon Hale
2521,Lemony Snicket
2522,Kim Edwards
2523,Libba Bray
2524,Cornelia Funke
2525,John Grogan
2526,J.R. Ward
2527,Doris Kearns Goodwin
2528,Ann Brashares
2529,Zadie Smith
2530,Charles C. Mann
2531,Brandon Sanderson
2532,James Patterson
2533,John Scalzi
2534,Dean Koontz
2535,Marina Lewycka
2536,Michael Connelly
2537,Gabrielle Zevin
2538,Meg Cabot
2539,John Flanagan
2540,Nicole Krauss
2541,Terry Pratchett
2542,Bill Watterson
2543,Jodi Picoult
2544,Meg Cabot
2545,Candice Millard
2546,Maureen Johnson
2547,Angie Sage
2548,Jim Butcher
2549,Robert Jordan
2550,Scott Westerfeld
2551,John Flanagan
2552,Ellen Schreiber
2553,Carrie Vaughn
2554,Margaret Atwood
2555,Nick Hornby
2556,Thomas L. Friedman
2557,Amy Tan
2558,Kathy Reichs
2559,Michelle Sagara
2560,David Foster Wallace
2561,J.M. Coetzee
2562,Louise Penny
2563,Scott Westerfeld
2564,Robert Charles Wilson
2565,Kate Brian
2566,Kiran Desai
2567,Michael Buckley
2568,Frank McCourt
2569,P.D. James
2570,John Green
2571,Octavia E. Butler
2572,Diana Wynne Jones
2573,Orson Scott Card
2574,Bart D. Ehrman
2575,William T. Vollmann
2576,Douglas Preston
2577,Geraldine Brooks
2578,Kim Harrison
2579,Hilary Mantel
2580,Holly Black
2581,Jasper Fforde
2582,Isabel Allende
2583,Ali Smith
2584,Robin Hobb
2585,Michael Connelly
2586,Lauren Willig
2587,Scott Westerfeld
2588,Michael A. Stackpole
2589,Joanne Harris
2590,Nora Roberts
2591,Patricia A. McKillip
2592,James Shapiro
2593,David Baldacci
2594,Ian McEwan
2595,Salman Rushdie
2596,Steven D. Levitt
2597,C.S. Harris
2598,Mary Roach
2599,Jon J. Muth
2600,Sara Gruen
2601,Stephenie Meyer
2602,Cormac McCarthy
2603,Stieg Larsson
2604,Elizabeth Gilbert
2605,Rick Riordan
2606,Diane Setterfield
2607,John Green
2608,Greg Mortenson
2609,Scott Westerfeld
2610,Patricia Briggs
2611,Max Brooks
2612,Naomi Novik
2613,Michael Pollan
2614,Charlaine Harris
2615,Sarah Dessen
2616,Gillian Flynn
2617,Brandon Sanderson
2618,Alison Bechdel
2619,Ally Carter
2620,Christopher Moore
2621,Richard Dawkins
2622,Philippa Gregory
2623,Nicholas Sparks
2624,Scott Lynch
2625,Melissa de la Cruz
2626,Chimamanda Ngozi Adichie
2627,Michael   Lewis
2628,Lemony Snicket
2629,Susan Beth Pfeffer
2630,Tamora Pierce
2631,Catherynne M. Valente
2632,Muriel Barbery
2633,Tatiana de Rosnay
2634,Karen Marie Moning
2635,Michael T. Dolan
2636,Keith Donohue
2637,Julia Child
2638,Lois McMaster Bujold
2639,Melina Marchetta
2640,Ned Vizzini
2641,Joe Abercrombie
2642,Nathaniel Philbrick
2643,Rachel Caine
2644,Mitch Albom
2645,Bill Bryson
2646,Kate DiCamillo
2647,Nora Roberts
2648,Brandon Mull
2649,Megan Whalen Turner
2650,David Mitchell
2651,Jodi Picoult
2652,Sarah Waters
2653,Barack Obama
2654,Kate Morton
2655,Steven Johnson
2656,Catherine Gilbert Murdock
2657,Neil Gaiman
2658,John Connolly
2659,Kim Harrison
2660,Stephen King
2661,Naomi Novik
2662,Sarah Dunant
2663,Maggie O'Farrell
2664,Ruth Downie
2665,Patricia McCormick
2666,Lawrence Wright
2667,Scott        Smith
2668,Neil Gaiman
2669,Diana Wynne Jones
2670,C.J. Sansom
2671,Claire Messud
2672,Rhonda Byrne
2673,Dave Eggers
2674,Kathy Reichs
2675,Eoin Colfer
2676,Jacqueline Carey
2677,David Baldacci
2678,J.R. Ward
2679,James Patterson
2680,Jo Walton
2681,Meg Cabot
2682,Michael Connelly
2683,Timothy Egan
2684,Jim Butcher
2685,Peter Watts
2686,Jasper Fforde
2687,Nelson DeMille
2688,J.D. Robb
2689,J.R. Ward
2690,James Patterson
2691,Douglas Preston
2692,Kevin Brockmeier
2693,Maria V. Snyder
2694,Margaret Atwood
2695,J.D. Robb
2696,Jeffery Deaver
2697,Kat Richardson
2698,Marisha Pessl
2699,Anthony Everitt
2700,J.K. Rowling
2701,Stephenie Meyer
2702,Khaled Hosseini
2703,Cassandra Clare
2704,Patrick Rothfuss
2705,Stieg Larsson
2706,Richelle Mead
2707,Rick Riordan
2708,Jay Asher
2709,Libba Bray
2710,Sherman Alexie
2711,J.K. Rowling
2712,Junot Díaz
2713,Tatiana de Rosnay
2714,Jodi Picoult
2715,Alex Flinn
2716,Michael Chabon
2717,Lisa Genova
2718,Barbara Kingsolver
2719,P.C. Cast
2720,Tana French
2721,Ally Carter
2722,Neal Shusterman
2723,Alyson Noel
2724,Joe Hill
2725,Patricia Briggs
2726,Ken Follett
2727,Jeaniene Frost
2728,Ian McEwan
2729,Shaun Tan
2730,Harlan Coben
2731,J.R.R. Tolkien
2732,Juan Gómez-Jurado
2733,Christopher Paolini
2734,Melissa Marr
2735,William Paul Young
2736,Tracy   Goodwin
2737,Sarah Addison Allen
2738,Ilona Andrews
2739,Brandon Sanderson
2740,Tana French
2741,Jasper Fforde
2742,Joshua Ferris
2743,Michael Scott
2744,Steven  Hall
2745,Ishmael Beah
2746,Joe Abercrombie
2747,Lisa See
2748,Lawrence Hill
2749,Walter Isaacson
2750,Tom Perrotta
2751,Alan Bennett
2752,Laurie Halse Anderson
2753,Stephen Colbert
2754,Kate Mosse
2755,Robert   Harris
2756,Richelle Mead
2757,Shannon Hale
2758,P.C. Cast
2759,Brian Selznick
2760,Naomi Novik
2761,Alan Weisman
2762,Bill Bryson
2763,Chelsea Cain
2764,Scott Lynch
2765,Melissa de la Cruz
2766,J.D. Robb
2767,Diane Ackerman
2768,J.R. Ward
2769,J.D. Robb
2770,Charlaine Harris
2771,Daniel Silva
2772,Dave Barry
2773,Michael Connelly
2774,Nancy Horan
2775,J.R. Ward
2776,Kim Harrison
2777,Scott Westerfeld
2778,Douglas Preston
2779,Charlaine Harris
2780,Juliet Marillier
2781,Karen Marie Moning
2782,Jerry Spinelli
2783,Matt Ruff
2784,Jenny Downham
2785,Meg Cabot
2786,Lionel Shriver
2787,Brandon Mull
2788,Kathy Reichs
2789,Nora Roberts
2790,Mohsin Hamid
2791,William Gibson
2792,A.J. Jacobs
2793,Lisa Ann Sandell
2794,Peter Allison
2795,J.D. Robb
2796,Michael Pollan
2797,Rachel Vincent
2798,Ellen Hopkins
2799,Scott Westerfeld
2800,Suzanne Collins
2801,Stephenie Meyer
2802,Stephenie Meyer
2803,Mary Ann Shaffer
2804,Cassandra Clare
2805,Randy Pausch
2806,Neil Gaiman
2807,Kristin Cashore
2808,Rick Riordan
2809,Garth Stein
2810,David Wroblewski
2811,Jhumpa Lahiri
2812,Richelle Mead
2813,Geraldine Brooks
2814,John Green
2815,J.K. Rowling
2816,Christopher Paolini
2817,Richelle Mead
2818,P.C. Cast
2819,David Sedaris
2820,Charlaine Harris
2821,Andrew  Davidson
2822,Sophie Kinsella
2823,Stephenie Meyer
2824,Cory Doctorow
2825,P.C. Cast
2826,Eoin Colfer
2827,Sarah Dessen
2828,Stephen King
2829,David Benioff
2830,Lisa McMann
2831,Vicki Myron
2832,Mo Willems
2833,Jodi Picoult
2834,Marisa de los Santos
2835,Nicholas Sparks
2836,Brandon Mull
2837,Elizabeth Strout
2838,Aravind Adiga
2839,Wally Lamb
2840,Patricia Briggs
2841,Lauren Groff
2842,Sherrilyn Kenyon
2843,Kelley Armstrong
2844,Emily Giffin
2845,Jim Butcher
2846,Janet Evanovich
2847,Sarah Addison Allen
2848,Hillary Jordan
2849,Neal Stephenson
2850,Tana French
2851,Maria V. Snyder
2852,Terry Pratchett
2853,Michael Pollan
2854,Joseph O'Neill
2855,Patricia Briggs
2856,Malcolm Gladwell
2857,Curtis Sittenfeld
2858,Jeff Kinney
2859,J.R. Ward
2860,Harlan Coben
2861,Jennifer Weiner
2862,Alexander McCall Smith
2863,Daniel Grandbois
2864,Alison Weir
2865,Elizabeth C. Bunce
2866,Toni Morrison
2867,Kathleen Kent
2868,Chuck Palahniuk
2869,Melissa Marr
2870,P.J. Haarsma
2871,Nancy Werlin
2872,Sloane Crosley
2873,Deanna Raybourn
2874,Brandon Sanderson
2875,James Patterson
2876,Lauren Weisberger
2877,Jeffery Deaver
2878,Simone Elkeles
2879,Lily Koppel
2880,Jen Lancaster
2881,Steve Toltz
2882,Alexandra Everist
2883,Naomi Novik
2884,Chris Bohjalian
2885,Kate Atkinson
2886,Jennifer Storm
2887,Jeaniene Frost
2888,Kelly Corrigan
2889,Laurie Halse Anderson
2890,Melissa de la Cruz
2891,Kristin Hannah
2892,Daniel Waters
2893,Louise Erdrich
2894,Nicholson Baker
2895,Rich Ristow
2896,Michael  Grant
2897,Kathi Appelt
2898,Mary Roach
2899,Kate Morton
2900,Suzanne Collins
2901,Kathryn Stockett
2902,Cassandra Clare
2903,Diana Gabaldon
2904,Richelle Mead
2905,Rick Riordan
2906,Maggie Stiefvater
2907,Becca Fitzpatrick
2908,Alyson Noel
2909,Charlaine Harris
2910,P.C. Cast
2911,Kristin Cashore
2912,Abraham   Verghese
2913,Dan Brown
2914,P.C. Cast
2915,Lauren Kate
2916,Kelley Armstrong
2917,Jamie Ford
2918,Alyson Noel
2919,Sarah Dessen
2920,Kami Garcia
2921,Seth Grahame-Smith
2922,Lisa See
2923,Nicholas Sparks
2924,James Dashner
2925,Alan Bradley
2926,Aprilynne Pike
2927,Claudia Gray
2928,Laurie Halse Anderson
2929,Chris Cleave
2930,Carrie Ryan
2931,Patricia Briggs
2932,Gayle Forman
2933,Lisa McMann
2934,Dave Cullen
2935,Melissa de la Cruz
2936,Janet Evanovich
2937,Katherine Howe
2938,Jeannette Walls
2939,Pat Conroy
2940,Audrey Niffenegger
2941,Melissa Marr
2942,Colum McCann
2943,Beth Fantaskey
2944,Rachel Caine
2945,Margaret Atwood
2946,L.J. Smith
2947,Scott Westerfeld
2948,Ki Longfellow
2949,Alyson Noel
2950,Sophie Kinsella
2951,Hilary Mantel
2952,Robert Goolrick
2953,Ally Carter
2954,Tamora Pierce
2955,Karen Marie Moning
2956,Stephen King
2957,Jonathan Tropper
2958,Jessica Day George
2959,David Grann
2960,Ilona Andrews
2961,Patricia Briggs
2962,Philippa Gregory
2963,Dave Eggers
2964,Alexander McCall Smith
2965,Jeaniene Frost
2966,Justina Chen
2967,David Cristofano
2968,Jim Butcher
2969,Colm Tóibín
2970,Gail Carriger
2971,Guillermo del Toro
2972,Maria V. Snyder
2973,Kim Harrison
2974,Carol Lynch Williams
2975,Christopher Moore
2976,Richelle Mead
2977,Heather Gudenkauf
2978,Heather Brewer
2979,Shannon Hale
2980,Michael Scott
2981,Rachel Caine
2982,Liz Rosenberg
2983,Nick Hornby
2984,Reif Larsen
2985,Sara  Humphreys
2986,Dan Chaon
2987,Sherrilyn Kenyon
2988,Sarah Waters
2989,Tonya Hurley
2990,Jennifer Weiner
2991,Barbara Kingsolver
2992,J.R. Ward
2993,Richelle Mead
2994,Ted Dekker
2995,Lorrie Moore
2996,Erin Hunter
2997,Richelle Mead
2998,Lev Grossman
2999,David Small
3000,Suzanne Collins
3001,Richelle Mead
3002,Cassandra Clare
3003,Emma Donoghue
3004,Richelle Mead
3005,Maggie Stiefvater
3006,Rebecca Skloot
3007,Becca Fitzpatrick
3008,Kelley Armstrong
3009,Rick Riordan
3010,Charlaine Harris
3011,Ally Condie
3012,Lauren Oliver
3013,Lauren Kate
3014,Julie Kagawa
3015,J.R. Ward
3016,Rick Riordan
3017,P.C. Cast
3018,Kami Garcia
3019,Rachel Hawkins
3020,Justin Cronin
3021,Julie Kagawa
3022,Kiersten White
3023,Kimberly Derting
3024,W. Bruce Cameron
3025,Patricia Briggs
3026,Anastasia Hopcus
3027,Pittacus Lore
3028,Kathleen Grissom
3029,Stephanie Perkins
3030,Jonathan Franzen
3031,Laura Hillenbrand
3032,Lisa McMann
3033,Simone Elkeles
3034,Ilona Andrews
3035,John Green
3036,James Dashner
3037,Melissa Marr
3038,Andrea Cremer
3039,Kristin Hannah
3040,Sophie Jordan
3041,Helen Simonson
3042,Holly Black
3043,Kelly Creagh
3044,Jodi Picoult
3045,David Mitchell
3046,Jennifer Egan
3047,Carrie Jones
3048,Alexandra Adornetto
3049,Claudia Gray
3050,Patti Smith
3051,Beth Hoffman
3052,Alyson Noel
3053,Alan Bradley
3054,Tabitha Suzuma
3055,Rachel Caine
3056,Richelle Mead
3057,Brandon Sanderson
3058,Aprilynne Pike
3059,Sarah Addison Allen
3060,Carrie Ryan
3061,Chevy Stevens
3062,Rachel Caine
3063,Jean Kwok
3064,Patrick Ness
3065,Nalini Singh
3066,Eoin Colfer
3067,Randy Susan Meyers
3068,Rebecca Maizel
3069,Michael  Grant
3070,Michael Scott
3071,Justin Halpern
3072,Shilpi Somaya Gowda
3073,Morgan Matson
3074,Candace Bushnell
3075,Jandy Nelson
3076,Ann Brashares
3077,Gail Carriger
3078,Brenna Yovanoff
3079,Ally Carter
3080,Terry Pratchett
3081,Jeri Smith-Ready
3082,Kim Harrison
3083,Nancy Pickard
3084,Erin Morgenstern
3085,Mira Grant
3086,Brady Udall
3087,Shannon Delany
3088,Stephen King
3089,Alexandra Bracken
3090,Dolen Perkins-Valdez
3091,Christopher Moore
3092,Tana French
3093,Heidi W. Durrow
3094,Larissa Ione
3095,John Heilemann
3096,Maria V. Snyder
3097,Caragh M. O'Brien
3098,Brandon Mull
3099,Stacia Kane
3100,Cassandra Clare
3101,Cassandra Clare
3102,Lauren Oliver
3103,Becca Fitzpatrick
3104,Rick Riordan
3105,Erin Morgenstern
3106,Cynthia Hand
3107,Lauren Kate
3108,Richelle Mead
3109,Maggie Stiefvater
3110,Deborah Harkness
3111,Karen Marie Moning
3112,Julie Kagawa
3113,George R.R. Martin
3114,Beth Revis
3115,Laini Taylor
3116,Gayle Forman
3117,Christopher Paolini
3118,Ransom Riggs
3119,Ally Condie
3120,Lauren DeStefano
3121,Patrick Rothfuss
3122,Ernest Cline
3123,Rick Riordan
3124,Rachel Hawkins
3125,Charlaine Harris
3126,Julie Kagawa
3127,Tina Fey
3128,Kelley Armstrong
3129,Amy Plum
3130,Jeaniene Frost
3131,Patricia Briggs
3132,Tahereh Mafi
3133,Kiersten White
3134,Chloe Neill
3135,E.L. James
3136,Ilona Andrews
3137,Kami Garcia
3138,Roger K. Driscoll
3139,Melissa Marr
3140,Ally Carter
3141,Moira Young
3142,Kimberly Derting
3143,Jamie McGuire
3144,Heather Dixon Wallwork
3145,Stephen King
3146,Michael  Grant
3147,Ann Aguirre
3148,E.L. James
3149,Aprilynne Pike
3150,Veronica Roth
3151,Andrea Cremer
3152,Josephine Angelini
3153,Jeaniene Frost
3154,J.R. Ward
3155,Marie Lu
3156,Darynda Jones
3157,P.C. Cast
3158,Lili St. Crow
3159,Sarah Addison Allen
3160,James Dashner
3161,Claudia Gray
3162,C.C. Hunter
3163,Richelle Mead
3164,Sarah Dessen
3165,Michael Scott
3166,Jennifer L. Armentrout
3167,Juan Gómez-Jurado
3168,Courtney Allison Moulton
3169,L.J. Smith
3170,Nalini Singh
3171,Colleen Houck
3172,Ann Patchett
3173,Stephanie Perkins
3174,Jim Butcher
3175,Kresley Cole
3176,Chloe Neill
3177,Téa Obreht
3178,Michelle Hodkin
3179,Holly Black
3180,Darynda Jones
3181,Alison Goodman
3182,Meg Cabot
3183,Mary Ting
3184,Kendare Blake
3185,Janet Evanovich
3186,Pittacus Lore
3187,Leigh Fallon
3188,Vanessa Diffenbaugh
3189,Erik Larson
3190,Nalini Singh
3191,P.C. Cast
3192,Paula McLain
3193,Richelle Mead
3194,Alexandra Monir
3195,Jessica Verday
3196,David Levithan
3197,Trevor O. Munson
3198,Rachel Vincent
3199,Lili St. Crow
3200,John Green
3201,Veronica Roth
3202,Gillian Flynn
3203,Cassandra Clare
3204,Lauren Oliver
3205,E.L. James
3206,Marissa Meyer
3207,Tammara Webber
3208,Richelle Mead
3209,Kiera Cass
3210,Colleen Hoover
3211,E.L. James
3212,R.J. Palacio
3213,Sylvia Day
3214,Darynda Jones
3215,J.R. Ward
3216,Veronica Rossi
3217,Colleen Hoover
3218,William Landay
3219,Darynda Jones
3220,Cynthia Hand
3221,Deborah Harkness
3222,Rick Riordan
3223,Lauren Kate
3224,Julie Kagawa
3225,Samantha Young
3226,Kristin Cashore
3227,Rachel Hawkins
3228,Jeaniene Frost
3229,Sophie Kinsella
3230,Kresley Cole
3231,Rick Riordan
3232,Cheryl Strayed
3233,Beth Revis
3234,Jennifer L. Armentrout
3235,M.L. Stedman
3236,Brodi Ashton
3237,Sylvain Reynard
3238,Leigh Bardugo
3239,Wendy Higgins
3240,Susan Cain
3241,Charlaine Harris
3242,Gena Showalter
3243,Lara Adrian
3244,Jenny  Lawson
3245,Patricia Briggs
3246,Jennifer E. Smith
3247,Darynda Jones
3248,Katie McGarry
3249,Lauren DeStefano
3250,Rachel Caine
3251,Sylvia Day
3252,Karen Thompson Walker
3253,Jennifer L. Armentrout
3254,Carol Rifka Brunt
3255,Adam  Johnson
3256,Kelley Armstrong
3257,C.C. Hunter
3258,Katja Millay
3259,Christopher  Shields
3260,Larissa Ione
3261,Rachel Joyce
3262,Lauren Kate
3263,Dan Wells
3264,Jodi Picoult
3265,Daniel O'Malley
3266,Gena Showalter
3267,Dianne Harman
3268,Amy Plum
3269,Jennifer Probst
3270,Jodi Meadows
3271,Beverly Preston
3272,Hugh Howey
3273,Jess Walter
3274,Rachel M. Greenebaum Moretti
3275,Michael  Grant
3276,Sherrilyn Kenyon
3277,Heather Killough-Walden
3278,Heather Killough-Walden
3279,Kim Harrison
3280,J.A. Redmerski
3281,J.D. Robb
3282,Heather Killough-Walden
3283,Elizabeth Norris
3284,Josephine Angelini
3285,Maria Semple
3286,Becca Fitzpatrick
3287,Quinn Loftis
3288,Julianna Baggott
3289,B.R. Snow
3290,Nalini Singh
3291,Kelley Armstrong
3292,H.P. Mallory
3293,Molly Harper
3294,Hilary Mantel
3295,Ivan Rusilko
3296,Alyson Noel
3297,Heather Killough-Walden
3298,J.K. Rowling
3299,Kristen Simmons
3300,Jamie McGuire
