book_id,author
3301,Cassandra Clare
3302,Katy Evans
3303,Sylvia Day
3304,S.C. Stephens
3305,Abbi Glines
3306,Emma Chase
3307,Christina Lauren
3308,Veronica Roth
3309,Colleen Hoover
3310,J. Lynn
3311,Gail McHugh
3312,Abbi Glines
3313,J.R. Ward
3314,Jasinda Wilder
3315,Darynda Jones
3316,Jodi Ellen Malpas
3317,Marissa Meyer
3318,Richelle Mead
3319,Colleen Hoover
3320,Georgia Cates
3321,Abbi Glines
3322,Kiera Cass
3323,Jodi Ellen Malpas
3324,Raine Miller
3325,Gail McHugh
3326,Christina Lauren
3327,Marie Lu
3328,Tahereh Mafi
3329,Kristen Proby
3330,Madeline Sheehan
3331,R.K. Lilley
3332,Kristen Ashley
3333,Katie Ashley
3334,Joanna Wylde
3335,Kristen Proby
3336,Penelope Douglas
3337,Patricia Briggs
3338,Kylie Scott
3339,Maya Banks
3340,Veronica Rossi
3341,Lauren Oliver
3342,Samantha Young
3343,Katie Ashley
3344,Monica  Murphy
3345,Jessica Sorensen
3346,J. Kenner
3347,Tarryn Fisher
3348,Sylvain Reynard
3349,Karina Halle
3350,Nicole Edwards
3351,Nicole Edwards
3352,Neil Gaiman
3353,C.J. Roberts
3354,Michelle Leighton
3355,Olivia Cunning
3356,Kristen Ashley
3357,Maya Banks
3358,Rebecca    Donovan
3359,R.K. Lilley
3360,Michelle A. Valentine
3361,Jeaniene Frost
3362,Jennifer L. Armentrout
3363,Kristen Ashley
3364,J. Kenner
3365,Jasinda Wilder
3366,Cassia Leo
3367,Ilona Andrews
3368,Courtney Cole
3369,Cynthia Hand
3370,Mia Sheridan
3371,Kimberly Lauren
3372,Kim Karr
3373,Michelle A. Valentine
3374,Samantha Towle
3375,Michelle A. Valentine
3376,Kim Harrison
3377,Nalini Singh
3378,Cassia Leo
3379,A. Meredith Walters
3380,Monica  Murphy
3381,Rachel Van Dyken
3382,N.M. Silber
3383,Jodi Picoult
3384,Emily Snow
3385,H.M. Ward
3386,Rainbow Rowell
3387,Sara  King
3388,Nicole Edwards
3389,Kendall Ryan
3390,J.L. Mac
3391,Karina Halle
3392,C.J. Ellisson
3393,Nicole Edwards
3394,Georgia Cates
3395,S. Walden
3396,Kresley Cole
3397,Kendall Ryan
3398,Dan Brown
3399,Kate Atkinson
3400,Mia Sheridan
3401,Colleen Hoover
3402,Cassandra Clare
3403,Kiera Cass
3404,Colleen Hoover
3405,Belle Aurora
3406,Tahereh Mafi
3407,Marissa Meyer
3408,K. Bromberg
3409,Jake Furie Lapin
3410,Sarah J. Maas
3411,Jamie McGuire
3412,Jennifer L. Armentrout
3413,Rick Riordan
3414,Laini Taylor
3415,Richelle Mead
3416,Jason Luke
3417,J. Lynn
3418,Samantha Young
3419,J.R. Ward
3420,Shay Savage
3421,Kylie Scott
3422,Abbi Glines
3423,Joanna Wylde
3424,Raine Miller
3425,Abbi Glines
3426,Michelle Hodkin
3427,Veronica Rossi
3428,Whitney G.
3429,Laurelin Paige
3430,Emma Chase
3431,Lucian Bane
3432,Jay Crownover
3433,Jay Crownover
3434,Anthony Doerr
3435,Tammara Webber
3436,Devon Hartford
3437,Krista Ritchie
3438,Georgia Cates
3439,Kristen Proby
3440,R.K. Lilley
3441,Pepper Winters
3442,Nicole Edwards
3443,Alice Clayton
3444,Rachel Van Dyken
3445,Catherine Anderson
3446,Mimi Jean Pamfiloff
3447,Sergio Cobo
3448,Abbi Glines
3449,Brandon Sanderson
3450,Kimberly Knight
3451,Ella Frank
3452,Christina Lauren
3453,J. Lynn
3454,A.L. Jackson
3455,Harper Sloan
3456,Kristen Ashley
3457,Rosamund Hodge
3458,Harper Sloan
3459,Marie Rutkoski
3460,Omar Farhad
3461,Penelope Douglas
3462,Jennifer L. Armentrout
3463,Harper Sloan
3464,Lucian Bane
3465,Al Daltrey
3466,Aurora Rose Reynolds
3467,Lily  White
3468,Alessandra Torre
3469,Jeaniene Frost
3470,E. Lockhart
3471,Lucian Bane
3472,N.M. Silber
3473,Rachel Van Dyken
3474,Samantha Young
3475,Abbi Glines
3476,Penelope Ward
3477,S.E. Hall
3478,Kristen Ashley
3479,Patricia Briggs
3480,Krista Ritchie
3481,Michelle A. Valentine
3482,Ilona Andrews
3483,T.K. Leigh
3484,Marie Lu
3485,Alice Clayton
3486,Darynda Jones
3487,Morgan   Parker
3488,Jettie Woodruff
3489,Michelle A. Valentine
3490,Lisa Renee Jones
3491,J.M. Darhower
3492,Robert Galbraith
3493,Katie Ashley
3494,Emily Snow
3495,Priscilla Glenn
3496,Cassia Leo
3497,J. Kenner
3498,Jennifer Foor
3499,Nina Levine
3500,Elle Kennedy
3501,Sarah J. Maas
3502,Colleen Hoover
3503,Paula Hawkins
3504,Elle Kennedy
3505,Victoria Aveyard
3506,Sarah J. Maas
3507,Kylie Scott
3508,Penelope Douglas
3509,Colleen Hoover
3510,Joanna Wylde
3511,Katy Evans
3512,Lisa Renee Jones
3513,Kristen Callihan
3514,Jamie McGuire
3515,Jennifer Niven
3516,Marissa Meyer
3517,Beth Flynn
3518,Helena Hunting
3519,Mia Sheridan
3520,E.L. James
3521,Sabaa Tahir
3522,Jennifer L. Armentrout
3523,Whitney G.
3524,Leigh Bardugo
3525,Kiera Cass
3526,Christina Lauren
3527,Kristin Hannah
3528,Darynda Jones
3529,Kristen Ashley
3530,Harper Sloan
3531,Kristen Ashley
3532,Tillie Cole
3533,J.R. Ward
3534,L.H. Cosway
3535,Tillie Cole
3536,T.M. Frazier
3537,M.  Robinson
3538,Aurora Rose Reynolds
3539,Susan Ee
3540,Corinne Michaels
3541,Karen Marie Moning
3542,Rose B. Mashal
3543,Claire Contreras
3544,Jay Crownover
3545,Jennifer L. Armentrout
3546,Cambria Hebert
3547,B.N. Toler
3548,Christina Lauren
3549,Colleen Hoover
3550,Cambria Hebert
3551,Mariana Zapata
3552,Lucian Bane
3553,Naomi Novik
3554,Lisa Renee Jones
3555,Renée Ahdieh
3556,Richelle Mead
3557,Samantha Towle
3558,Andrea  Smith
3559,M.  Robinson
3560,Samantha Young
3561,Patricia Briggs
3562,Pepper Winters
3563,Bella Jewel
3564,Rachel Van Dyken
3565,Cora Carmack
3566,Marie Rutkoski
3567,Jamie Begley
3568,Ella James
3569,Kresley Cole
3570,Tara Sivec
3571,Leisa Rayven
3572,E.K. Blair
3573,T.M. Frazier
3574,Christina Lauren
3575,Kristen Proby
3576,Alessandra Torre
3577,Kasie West
3578,Lucian Bane
3579,Tony Perez-Giese
3580,Lucian Bane
3581,Penny Reid
3582,L.B. Dunbar
3583,Tarryn Fisher
3584,Emma Chase
3585,V.E. Schwab
3586,Jeaniene Frost
3587,Tijan
3588,Vaibhav Anand
3589,Lucian Bane
3590,River Savage
3591,Avery Aster
3592,Nalini Singh
3593,Becky Albertalli
3594,Harper Sloan
3595,S.C. Stephens
3596,Brittainy C. Cherry
3597,J. Kenner
3598,Pierce Brown
3599,Lucian Bane
3600,Sarah J. Maas
3601,Sarah J. Maas
3602,J.K. Rowling
3603,Leigh Bardugo
3604,Cassandra Clare
3605,Victoria Aveyard
3606,Maggie Stiefvater
3607,Rick Riordan
3608,Colleen Hoover
3609,V.E. Schwab
3610,Pierce Brown
3611,Sabaa Tahir
3612,Paul Kalanithi
3613,Kiera Cass
3614,Marissa Meyer
3615,Renée Ahdieh
3616,Ruta Sepetys
3617,Blake Crouch
3618,Marie Rutkoski
3619,Rick Riordan
3620,Rick Yancey
3621,Alexandra Bracken
3622,J.R. Ward
3623,Amie Kaufman
3624,Teresa Gabelman
3625,Susan Dennard
3626,Lin-Manuel Miranda
3627,Cynthia Hand
3628,Sally  Thorne
3629,Marissa Meyer
3630,Martha Hall Kelly
3631,Mariana Zapata
3632,Yaa Gyasi
3633,Kiersten White
3634,Bryn Greenwood
3635,Elizabeth Strout
3636,Victoria Schwab
3637,B.A. Paris
3638,Emma Cline
3639,Sylvain Neuvel
3640,Elle Kennedy
3641,Mary E. Pearson
3642,Brandon Sanderson
3643,Mimi Jean Pamfiloff
3644,Cynthia D'Aprix Sweeney
3645,Karen Marie Moning
3646,Amor Towles
3647,Colson Whitehead
3648,Morgan Matson
3649,Morgan Rhodes
3650,Roshani Chokshi
3651,C.S. Pacat
3652,Patricia Briggs
3653,Karpov Kinrade
3654,Sylvia Day
3655,Noah Hawley
3656,Lynda Cohen Loigman
3657,Jennifer L. Armentrout
3658,Claudia Gray
3659,Jodi Picoult
3660,Marieke Nijkamp
3661,Emma V. Leech
3662,Nicola Yoon
3663,Fiona Barton
3664,Curtis Sittenfeld
3665,Joe Hill
3666,Matthew Desmond
3667,Liane Moriarty
3668,Mimi Jean Pamfiloff
3669,Marie Lu
3670,Erin Watt
3671,Gena Showalter
3672,N.K. Jemisin
3673,Seanan McGuire
3674,Evelyn Skye
3675,Stephanie Perkins
3676,Maria V. Snyder
3677,J.D. Vance
3678,Trevor Noah
3679,Anne Tyler
3680,Lyndsay Faye
3681,J.K. Rowling
3682,Ann Patchett
3683,Brittany Cavallaro
3684,Robert Bryndza
3685,Richelle Mead
3686,Dot Hutchison
3687,Megan Miranda
3688,Lisa Lutz
3689,Alwyn Hamilton
3690,Sue Klebold
3691,Richard  Fifield
3692,Julia Claiborne Johnson
3693,Lisa Gardner
3694,Adam M. Grant
3695,Kristen Ashley
3696,Amy Harmon
3697,Kristen Callihan
3698,Ruth Ware
3699,Pittacus Lore
3700,Angie Thomas
3701,Sarah J. Maas
3702,Gail Honeyman
3703,V.E. Schwab
3704,Stephanie Garber
3705,Cassandra Clare
3706,Taylor Jenkins Reid
3707,Celeste Ng
3708,Fredrik Backman
3709,Sarah J. Maas
3710,Katherine Arden
3711,Laini Taylor
3712,Neil Gaiman
3713,John Green
3714,Victoria Aveyard
3715,Min Jin Lee
3716,Rick Riordan
3717,Karen M. McManus
3718,Mohsin Hamid
3719,George Saunders
3720,Mackenzi Lee
3721,Jenny Han
3722,Paula Hawkins
3723,Marie Lu
3724,Lisa Wingate
3725,Veronica Roth
3726,Ilona Andrews
3727,Mark T. Sullivan
3728,David Grann
3729,Renée Ahdieh
3730,Francesca Zappia
3731,Adam Silvera
3732,John Boyne
3733,Patricia Briggs
3734,Kate Quinn
3735,Adam Silvera
3736,Becky Albertalli
3737,Sylvain Neuvel
3738,Kate  Moore
3739,Robin Roe
3740,Lisa See
3741,Meagan Spooner
3742,Neil deGrasse Tyson
3743,Victoria Schwab
3744,Brittainy C. Cherry
3745,Jesmyn Ward
3746,Ilona Andrews
3747,Pam Jenoff
3748,Jane Harper
3749,Susan Dennard
3750,Sarah Pinborough
3751,Vi Keeland
3752,Kasie West
3753,Anne Bishop
3754,Colleen Hoover
3755,Jennifer    Ryan
3756,Ashley Poston
3757,Sophie Kinsella
3758,Andy Weir
3759,Emma Chase
3760,Mark  Lawrence
3761,Dan Brown
3762,J.R. Ward
3763,Amy Engel
3764,Chimamanda Ngozi Adichie
3765,Tricia Levenseller
3766,Alexandra Bracken
3767,Kennedy Ryan
3768,Elizabeth Strout
3769,J.D. Robb
3770,N.K. Jemisin
3771,Rhys Bowen
3772,T.M. Frazier
3773,Autumn Jones Lake
3774,Erika Kelly
3775,L.J. Shen
3776,Lisa Kleypas
3777,Georgia Hunter
3778,Elizabeth Kostova
3779,Alwyn Hamilton
3780,Jessica Shattuck
3781,T.M. Frazier
3782,Mindy Mejia
3783,Kiersten White
3784,Dennis Lehane
3785,Omar El Akkad
3786,Marissa Meyer
3787,Karin Slaughter
3788,A.L. Jackson
3789,Rick Riordan
3790,Kayla Rae Whitaker
3791,Martha Wells
3792,Vi Keeland
3793,Nora Roberts
3794,Michael Crichton
3795,Hannah Tinti
3796,Michael Finkel
3797,Ruth Ware
3798,Kresley Cole
3799,Kathleen Rooney
3800,Madeline Miller
3801,Kristin Hannah
3802,Tara Westover
3803,Delia Owens
3804,Holly Black
3805,A.J. Finn
3806,Michelle Obama
3807,Tomi Adeyemi
3808,Tayari Jones
3809,Helen Hoang
3810,Michelle McNamara
3811,Greer Hendricks
3812,Neal Shusterman
3813,Sarah J. Maas
3814,Heather   Morris
3815,Naomi Novik
3816,Stephen King
3817,Chloe  Benjamin
3818,Sarah J. Maas
3819,Ruth Ware
3820,Jojo Moyes
3821,Mariana Zapata
3822,Adrienne Young
3823,Colleen Hoover
3824,Amie Kaufman
3825,Simone St. James
3826,Cassandra Clare
3827,Jen Wang
3828,Stuart Turton
3829,Becky Albertalli
3830,Sabaa Tahir
3831,Lisa Jewell
3832,R.F. Kuang
3833,Shantel Tessier
3834,Tommy Orange
3835,Melissa Albert
3836,Vi Keeland
3837,Pierce Brown
3838,Shantel Tessier
3839,Richard Powers
3840,C.J. Tudor
3841,Victoria Aveyard
3842,Christina Lauren
3843,Jordan B. Peterson
3844,Robert Galbraith
3845,K. Webster
3846,Sally Rooney
3847,Laini Taylor
3848,Jewel E. Ann
3849,Lisa Genova
3850,Katherine Center
3851,Nadine Brandes
3852,Tahereh Mafi
3853,Dhonielle Clayton
3854,Penelope Douglas
3855,Tijan
3856,David Sedaris
3857,Catherine Steadman
3858,K.A. Tucker
3859,Mira T. Lee
3860,L.J. Shen
3861,Stephanie Garber
3862,Rick Riordan
3863,Fatima Farheen Mirza
3864,Claire Legrand
3865,Pepper Winters
3866,Kristin Harmel
3867,Corinne Michaels
3868,Amanda Lovelace
3869,Pepper Winters
3870,Brianna Hale
3871,Audrey  Grey
3872,Anthony Ray Hinton
3873,Susan Meissner
3874,V.E. Schwab
3875,Steve Brusatte
3876,Chanel Cleeton
3877,Laura Thalassa
3878,Michael  Wolff
3879,B.A. Paris
3880,L.J. Shen
3881,Kennedy Ryan
3882,Martha Wells
3883,Nora Roberts
3884,Marie Lu
3885,Seanan McGuire
3886,Penelope Ward
3887,Curtis Sittenfeld
3888,Helena Hunting
3889,Christina Lauren
3890,Becky Albertalli
3891,Ariel Lawhon
3892,Jill Twiss
3893,Shobha   Rao
3894,Hank Green
3895,Ottessa Moshfegh
3896,Alan Bradley
3897,Emma Chase
3898,Clarissa Goenawan
3899,Susan Orlean
3900,Taylor Jenkins Reid
3901,Alex Michaelides
3902,Holly Black
3903,Casey McQuiston
3904,Katherine Arden
3905,Leigh Bardugo
3906,Blake Crouch
3907,Helen Hoang
3908,Christina Lauren
3909,Margaret Atwood
3910,Ann Patchett
3911,L.J. Shen
3912,Elizabeth Gilbert
3913,Kate Quinn
3914,Samantha    Shannon
3915,Etaf Rum
3916,Lori Gottlieb
3917,Angie Thomas
3918,Mary Beth Keane
3919,Colson Whitehead
3920,Lisa See
3921,William Kent Krueger
3922,Greer Hendricks
3923,Beth O'Leary
3924,Ocean Vuong
3925,Katherine Center
3926,Erin Morgenstern
3927,Brigid Kemmerer
3928,Ruth Ware
3929,Angie  Kim
3930,Holly Black
3931,Glendy Vanderah
3932,Patricia Briggs
3933,Riley Sager
3934,Leigh Bardugo
3935,Ronan Farrow
3936,Sarah Stewart Holland
3937,Stephanie Garber
3938,Alix E. Harrow
3939,Seanan McGuire
3940,Kim Michele Richardson
3941,Candice Carty-Williams
3942,Tracey Garvis Graves
3943,Karen M. McManus
3944,Lali A.  Love
3945,Pam Jenoff
3946,S.A. Chakraborty
3947,Amy Harmon
3948,Martha Hall Kelly
3949,Peter  Swanson
3950,Ilona Andrews
3951,Elizabeth Acevedo
3952,Elizabeth Letts
3953,Malcolm Gladwell
3954,Amal El-Mohtar
3955,Stephen King
3956,Samantha  Downing
3957,Kim Liggett
3958,L.J. Shen
3959,Anne  Griffin
3960,Yangsze Choo
3961,Margaret  Rogerson
3962,Sophie Kinsella
3963,Ilona Andrews
3964,Rainbow Rowell
3965,Karen Thompson Walker
3966,Elin Hilderbrand
3967,Roshani Chokshi
3968,Cassandra Clare
3969,Camilla Margiana
3970,Marlon James
3971,Fredrik Backman
3972,Marjan Kamali
3973,Tamsyn Muir
3974,Jojo Moyes
3975,Pierce Brown
3976,Jennifer Weiner
3977,Abbi Waxman
3978,Kelly Rimmer
3979,Rebecca Roanhorse
3980,Rainbow Rowell
3981,Jean Kwok
3982,Dave Cullen
3983,Christina  McDonald
3984,Melinda French Gates
3985,Chanel Miller
3986,Julia  Phillips
3987,Sylvain Neuvel
3988,Julia  Kelly
3989,James S.A. Corey
3990,Cally Edwards
3991,Stephanie  Land
3992,G. Willow Wilson
3993,Ann Leckie
3994,Joanne Ramos
3995,Tara Conklin
3996,D.B.  Carter
3997,Jessie Mihalik
3998,Megan Miranda
3999,Laurie Halse Anderson
4000,T.J. Klune
4001,Sarah J. Maas
4002,Jeanine Cummins
4003,V.E. Schwab
4004,Matt Haig
4005,Brit Bennett
4006,Emily Henry
4007,Kate Elizabeth Russell
4008,Cassandra Clare
4009,Silvia Moreno-Garcia
4010,Suzanne Collins
4011,Ann Napolitano
4012,Lucy Foley
4013,Susanna Clarke
4014,Siobhan Davis
4015,Glennon Doyle
4016,Simone St. James
4017,Siobhan Davis
4018,Grady Hendrix
4019,Siobhan Davis
4020,Abi Daré
4021,Liz    Moore
4022,Rebecca Serle
4023,Charles L. Templeton
4024,Emma Lord
4025,Isabel Wilkerson
4026,Emily St. John Mandel
4027,Tricia Levenseller
4028,Maggie O'Farrell
4029,Margarita Montimore
4030,Stephenie Meyer
4031,Martha Wells
4032,Erik Larson
4033,Riley Sager
4034,Ellie Aiden
4035,Alexis  Hall
4036,N.K. Jemisin
4037,Sue Monk Kidd
4038,Robert Kolker
4039,Karen M. McManus
4040,Patricia Briggs
4041,Ilona Andrews
4042,Natalie Jenner
4043,Barack Obama
4044,Brigid Kemmerer
4045,Yaa Gyasi
4046,Stephen Graham Jones
4047,Aiden Thomas
4048,S.A. Chakraborty
4049,Seanan McGuire
4050,Andrew Shanahan
4051,James   McBride
4052,Naomi Novik
4053,Beth O'Leary
4054,Rebecca Roanhorse
4055,Penelope Douglas
4056,L.J. Shen
4057,Colleen Hoover
4058,Stephen King
4059,Ken Follett
4060,Robert Galbraith
4061,Louise Erdrich
4062,Marie Lu
4063,Curtis Sittenfeld
4064,Charlotte McConaghy
4065,Alka Joshi
4066,Peter  Swanson
4067,Jennifer L. Armentrout
4068,Ilsa Madden-Mills
4069,Mary L. Trump
4070,Nguyễn Phan Quế Mai
4071,Sarah Hogle
4072,Tate James
4073,Lyssa Kay Adams
4074,Hilary Mantel
4075,Therese Anne Fowler
4076,Tate James
4077,Meagan Brandy
4078,Kate Stayman-London
4079,Lynessa James
4080,Tate James
4081,Talia Hibbert
4082,Finola Austin
4083,Mary Kubica
4084,Lisa Wingate
4085,Julie   Clark
4086,Lynessa Layne
4087,Kenneth   Thomas
4088,Jennifer Lynn Barnes
4089,Abby Jimenez
4090,Ruth Ware
4091,Adam Silvera
4092,Jenny Offill
4093,Jennifer Hillier
4094,Meagan Brandy
4095,Christina Lauren
4096,Kenneth   Thomas
4097,Phuc  Tran
4098,Alice Oseman
4099,Greer Hendricks
4100,Andy Weir
4101,Kristin Hannah
4102,Taylor Jenkins Reid
4103,Sarah J. Maas
4104,Ali Hazelwood
4105,Emily Henry
4106,Kate Quinn
4107,Leigh Bardugo
4108,Kazuo Ishiguro
4109,Sarah Penner
4110,Ashley Audrain
4111,Laura Dave
4112,Sadhguru
4113,Casey McQuiston
4114,Sally Rooney
4115,Elena  Armas
4116,Stephen King
4117,John Green
4118,Stephen King
4119,Alex Michaelides
4120,Jennifer L. Armentrout
4121,Martha Wells
4122,Namina Forna
4123,Christina Lauren
4124,Cassandra Clare
4125,Grady Hendrix
4126,Michelle Zauner
4127,Elle Cosimano
4128,Talia Hibbert
4129,Patrick Radden Keefe
4130,Jennifer Lynn Barnes
4131,Janet Skeslien Charles
4132,Anthony Doerr
4133,Rainbow Rowell
4134,Ruth Chou Simons
4135,Angeline Boulley
4136,Angie Thomas
4137,Rachel Hawkins
4138,Genevieve Gornichec
4139,Jenny  Lawson
4140,Goldy Moldavsky
4141,V.A. Rudys
4142,Alice Oseman
4143,Rick  Wayne
4144,Lauren  Hough
4145,Ilona Andrews
4146,Sally Hepworth
4147,Steven  Rowley
4148,Alexandra Bracken
4149,T.J. Klune
4150,Helen Hoang
4151,Patricia Briggs
4152,Mary Kubica
4153,Miranda Cowley Heller
4154,Rachel Lynn Solomon
4155,C.J. Tudor
4156,Anna North
4157,Tessa Bailey
4158,Torrey Peters
4159,Sally  Thorne
4160,Raven Kennedy
4161,Rachel  Smythe
4162,Amor Towles
4163,Cynthia Murphy
4164,Abby Jimenez
4165,Amy McCaw
4166,Adam M. Grant
4167,Bill  Gates
4168,Sara Nisha Adams
4169,Nicola Yoon
4170,Raven Kennedy
4171,Faridah Àbíké-Íyímídé
4172,Mateo Askaripour
4173,Mariana Zapata
4174,Jean Hanff Korelitz
4175,Richard Osman
4176,Kristen O'Neal
4177,Jennifer Saint
4178,Andreina Cordani
4179,Jesse Q. Sutanto
4180,Paula McLain
4181,Kristin Harmel
4182,Marianne Cronin
4183,Walter Isaacson
4184,Patricia Engel
4185,Maggie Shipstead
4186,S.A. Cosby
4187,Sadeqa Johnson
4188,Zakiya Dalila Harris
4189,Alice Feeney
4190,John Gwynne
4191,Brandon Hobson
4192,Amanda Gorman
4193,Michael   Lewis
4194,Tia Williams
4195,Lisa Jewell
4196,K.L. Kettle
4197,Arkady Martine
4198,Sarah Hogle
4199,Vera Kurian
4200,Emily Henry
4201,Bonnie Garmus
4202,Jennette McCurdy
4203,Colleen Hoover
4204,Nita Prose
4205,Sarah J. Maas
4206,Gabrielle Zevin
4207,Emily St. John Mandel
4208,Shelby Van Pelt
4209,Taylor Jenkins Reid
4210,R.F. Kuang
4211,Ali Hazelwood
4212,Carley Fortune
4213,Kate Quinn
4214,Katherine Center
4215,Charmaine Wilkerson
4216,Lucy Score
4217,Abby Jimenez
4218,Tessa Bailey
4219,Sue Lynn Tan
4220,Lucy Foley
4221,Stephanie Garber
4222,V.E. Schwab
4223,Ruta Sepetys
4224,Axie Oh
4225,Jennifer Lynn Barnes
4226,Simone St. James
4227,Casey McQuiston
4228,Rebecca Serle
4229,Ali Hazelwood
4230,Colleen Hoover
4231,Stacy Willingham
4232,Travis  Baldree
4233,Blake Crouch
4234,Ana Huang
4235,Ashley Poston
4236,Rachel  Smythe
4237,Elena  Armas
4238,Diane Chamberlain
4239,Barbara Kingsolver
4240,T. Kingfisher
4241,Ali Hazelwood
4242,Greer Hendricks
4243,Christina Lauren
4244,John Scalzi
4245,Jennifer L. Armentrout
4246,Xóchitl González
4247,Isabel Allende
4248,Ana Huang
4249,Danya Kukafka
4250,Peng Shepherd
4251,Hernan Diaz
4252,Ali Hazelwood
4253,Vaishnavi Patel
4254,Holly Black
4255,Jennifer Egan
4256,Beth O'Leary
4257,Ruth Ware
4258,Douglas   Stuart
4259,Seanan McGuire
4260,Jodi Picoult
4261,Sequoia Nagamatsu
4262,Nikki Erlick
4263,Judy I. Lin
4264,T. Kingfisher
4265,Dana Schwartz
4266,Heather Gudenkauf
4267,Stephen King
4268,Alex Finlay
4269,Neal Sellers
4270,Deanna Raybourn
4271,Nina de Gramont
4272,Kim Michele Richardson
4273,Robert Galbraith
4274,Ilona Andrews
4275,Alice Feeney
4276,Jessamine Chan
4277,Rebecca Roanhorse
4278,Elin Hilderbrand
4279,Allison Pataki
4280,Riley Sager
4281,Rachel Hawkins
4282,Katee Robert
4283,Kerri Maniscalco
4284,Natalie Jenner
4285,Peter  Swanson
4286,Annabel Monaghan
4287,Jessie Mihalik
4288,Emma Straub
4289,Tracy Deonn
4290,Kirsten Miller
4291,C.J. Box
4292,Richard Osman
4293,Tessa Bailey
4294,Becky  Chambers
4295,Ilona Andrews
4296,Melissa Fu
4297,Julia Armfield
4298,Brendan Slocumb
4299,Emily J. Taylor
4300,Rebecca Yarros
4301,Emily Henry
4302,R.F. Kuang
4303,Ali Hazelwood
4304,Rebecca   Ross
4305,Rebecca Yarros
4306,Holly Black
4307,Stephanie Garber
4308,Brandon Sanderson
4309,Heather Fawcett
4310,Leigh Bardugo
4311,Ann Napolitano
4312,Abby Jimenez
4313,Liz Tomforde
4314,Stacy Willingham
4315,Shannon Chakraborty
4316,Carissa Broadbent
4317,Lauren Asher
4318,Jesse Q. Sutanto
4319,Jessica George
4320,Lisa See
4321,T.J. Klune
4322,Grady Hendrix
4323,Lucy Score
4324,Ana Huang
4325,Mikki Brammer
4326,Emilia Hart
4327,Christina Lauren
4328,Prince Harry
4329,Samantha    Shannon
4330,Jennifer L. Armentrout
4331,Costanza Casati
4332,Elsie Silver
4333,Ashley Poston
4334,Kate Alice Marshall
4335,Meg Shaffer
4336,Ann Patchett
4337,Elsie Silver
4338,Lisa Jewell
4339,Tessa Bailey
4340,Riley Sager
4341,Curtis Sittenfeld
4342,Camilla Isley
4343,Nana Kwame Adjei-Brenyah
4344,Shelley Read
4345,Mads Rafferty
4346,Jojo Moyes
4347,Lynn Painter
4348,Alice Oseman
4349,Julia Bartz
4350,Sadeqa Johnson
4351,Tahereh Mafi
4352,Jen Beagin
4353,Jennifer L. Armentrout
4354,Israh Azizi
4355,Seanan McGuire
4356,Richard Osman
4357,Brandon Sanderson
4358,Jennifer Saint
4359,T. Kingfisher
4360,Cassandra Clare
4361,Jeannette Walls
4362,Rebecca Makkai
4363,Isabel Allende
4364,Ilona Andrews
4365,Rachel Hawkins
4366,Victor LaValle
4367,Ilona Andrews
4368,Kerri Maniscalco
4369,David Grann
4370,Rick Riordan
4371,Parini Shroff
4372,Rachel  Smythe
4373,Chloe Gong
4374,Roshani Chokshi
4375,Sarah       Adams
4376,Margaret  Rogerson
4377,Justin Cronin
4378,Kimberly Lemming
4379,S. Massery
4380,Ali Hazelwood
4381,Bruce Borgos
4382,Rachel Beanland
4383,Nicole Fiorina
4384,Alix E. Harrow
4385,Ava Reid
4386,Hannah Bonam-Young
4387,Jennifer L. Armentrout
4388,T. Kingfisher
4389,Rachel Koller Croft
4390,J.  Bree
4391,Martha Wells
4392,Ali Hazelwood
4393,Kate Clayborn
4394,Rina Kent
4395,Cassandra Clare
4396,Abraham   Verghese
4397,Matthew Desmond
4398,Elle Cosimano
4399,Rupert Holmes